Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,4,5,12,0,0,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,5,5,17,0,0,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,6,4,21,1,1,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,7,4,25,0,1,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,8,1,26,0,1,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,9,3,29,0,1,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,10,6,35,0,1,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,11,9,44,1,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,12,8,52,0,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,13,5,57,0,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,14,1,58,0,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,15,4,62,0,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,16,2,64,0,2,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,17,3,67,1,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,18,3,70,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,19,6,76,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,20,4,80,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,21,5,85,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,22,15,100,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,23,1,101,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,24,8,109,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,25,5,114,0,3,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,26,5,119,1,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,27,6,125,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,28,6,131,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,29,6,137,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,30,8,145,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,31,5,150,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,32,4,154,0,4,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,33,4,158,1,5,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,34,4,162,0,5,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,35,12,174,1,6,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,36,6,180,0,6,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,37,3,183,1,7,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,38,3,186,0,7,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,39,4,190,0,7,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,40,6,196,0,7,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,41,2,198,0,7,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,42,1,199,1,8,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,43,10,209,0,8,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,44,3,212,0,8,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,45,6,218,1,9,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,46,5,223,0,9,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,6th Match (D/N), Hyderabad,October 09 2023,New Zealand ,NZ,NED,322,7,223,10,NED,NZ,47,0,223,1,10,New Zealand won by 99 runs,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,1,5,5,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,2,5,10,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,3,1,11,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,4,4,15,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,5,10,25,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,6,6,31,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,7,12,43,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,8,6,49,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,9,10,59,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,10,2,61,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,11,8,69,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,12,8,77,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,13,7,84,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,14,5,89,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,15,9,98,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,16,4,102,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,17,11,113,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,18,3,116,1,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,19,7,123,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,20,5,128,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,21,8,136,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,22,4,140,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,23,3,143,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,24,4,147,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,25,2,149,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,26,6,155,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,27,10,165,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,28,12,177,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,29,7,184,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,30,3,187,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,31,6,193,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,32,6,199,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,33,22,221,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,34,11,232,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,35,7,239,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,36,12,251,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,37,11,262,0,1,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,38,17,279,1,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,39,11,290,0,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,40,8,298,1,3,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,41,6,304,0,3,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,42,3,307,2,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,43,10,317,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,44,6,323,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,45,6,329,1,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,46,4,333,0,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,47,4,337,1,7,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,48,9,346,0,7,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,49,12,358,1,8,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,ENG,BAN,50,6,364,1,9,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,1,12,12,0,0,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,2,2,14,2,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,3,3,17,0,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,4,5,22,0,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,5,4,26,0,2,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,6,0,26,1,3,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,7,15,41,0,3,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,8,5,46,0,3,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,9,3,49,1,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,10,8,57,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,11,8,65,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,12,3,68,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,13,3,71,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,14,3,74,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,15,7,81,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,16,6,87,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,17,6,93,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,18,3,96,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,19,10,106,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,20,10,116,0,4,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,21,5,121,1,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,22,5,126,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,23,5,131,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,24,2,133,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,25,2,135,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,26,2,137,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,27,7,144,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,28,4,148,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,29,7,155,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,30,5,160,0,5,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,31,4,164,1,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,32,2,166,0,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,33,2,168,0,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
2023,7th Match, Dharamsala,October 10 2023,England ,ENG,BAN,364,9,227,10,BAN,ENG,34,1,169,0,6,England won by 137 runs,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup"
